Question Text,Answer Type,Description,Has Conditional Logic?,Indicator database,Logic Summary,Platform Question ID. Populated after upload,Required?,Response option set,Stakeholder Category,Status,Status 1,Subtheme,Theme
"When someone in your community experiences gender-based violence or domestic abuse, are they treated with dignity and supported — or do they face blame, stigma, or shame?",Scale,Measures whether GBV survivors face stigma or blame. Stigma is a key barrier to help-seeking — its reduction is a critical survivor-centered outcome.,No,"Percentage of identified GBV survivors in the project area with documented access to a multi-sectoral 'Referral Pathway' (including health, psychosocial, legal, and safe shelter) within 24–48 hours of reporting. (https://www.notion.so/Percentage-of-identified-GBV-survivors-in-the-project-area-with-documented-access-to-a-multi-sectora-32f60bfb014e80d79967dab54868d420?pvs=21)",,,Yes,,"Communities affected by the project, Marginalised groups",In Development,Not started,Gender-Based Violence & Survivor-Centered Response (https://www.notion.so/Gender-Based-Violence-Survivor-Centered-Response-32f60bfb014e807293eee3241bb7f3ad?pvs=21),Improved Quality of Social Services (https://www.notion.so/Improved-Quality-of-Social-Services-31060bfb014e80f99900c17d386393b3?pvs=21)
"Can survivors of gender-based violence in your community access a full range of support services — including safe shelter, medical care, counselling, and legal assistance?",Scale,"Measures whether GBV survivors can access a multi-sectoral response including medical, psychosocial, legal, and shelter services. Core survivor-centered response indicator.",No,"Percentage of identified GBV survivors in the project area with documented access to a multi-sectoral 'Referral Pathway' (including health, psychosocial, legal, and safe shelter) within 24–48 hours of reporting. (https://www.notion.so/Percentage-of-identified-GBV-survivors-in-the-project-area-with-documented-access-to-a-multi-sectora-32f60bfb014e80d79967dab54868d420?pvs=21)",,,Yes,5-Point Likert – Agreement (https://www.notion.so/5-Point-Likert-Agreement-30a60bfb014e80ceb32cc67952cf8938?pvs=21),"Communities affected by the project, Marginalised groups",In Development,Not started,Gender-Based Violence & Survivor-Centered Response (https://www.notion.so/Gender-Based-Violence-Survivor-Centered-Response-32f60bfb014e807293eee3241bb7f3ad?pvs=21),Improved Quality of Social Services (https://www.notion.so/Improved-Quality-of-Social-Services-31060bfb014e80f99900c17d386393b3?pvs=21)
"Is there strong awareness in your community about gender-based violence, and are there active efforts to prevent it and challenge harmful attitudes or behaviours?",Scale,Measures community awareness of GBV and perceived effectiveness of prevention efforts. Core GBV prevention indicator.,No,"Total number of community members (targeting at least 40% male participation) who complete project-funded GBV prevention sessions, such as men's engagement groups or school-based awareness programs. (https://www.notion.so/Total-number-of-community-members-targeting-at-least-40-male-participation-who-complete-project-f-32f60bfb014e808fbf64e9959c57fb3e?pvs=21)",,,Yes,,"Communities affected by the project, Marginalised groups",In Development,Not started,Gender-Based Violence & Survivor-Centered Response (https://www.notion.so/Gender-Based-Violence-Survivor-Centered-Response-32f60bfb014e807293eee3241bb7f3ad?pvs=21),Improved Quality of Social Services (https://www.notion.so/Improved-Quality-of-Social-Services-31060bfb014e80f99900c17d386393b3?pvs=21)
Do you know where someone who has experienced gender-based violence or domestic abuse could go for confidential and safe support in or near your community?,Scale,Measures practical knowledge of where GBV survivors can access confidential help. Tests community-level navigational knowledge for survivor referral.,No,"Percentage of identified GBV survivors in the project area with documented access to a multi-sectoral 'Referral Pathway' (including health, psychosocial, legal, and safe shelter) within 24–48 hours of reporting. (https://www.notion.so/Percentage-of-identified-GBV-survivors-in-the-project-area-with-documented-access-to-a-multi-sectora-32f60bfb014e80d79967dab54868d420?pvs=21)",,,Yes,5-Point Likert – Agreement (https://www.notion.so/5-Point-Likert-Agreement-30a60bfb014e80ceb32cc67952cf8938?pvs=21),"Communities affected by the project, Marginalised groups",In Development,Not started,Gender-Based Violence & Survivor-Centered Response (https://www.notion.so/Gender-Based-Violence-Survivor-Centered-Response-32f60bfb014e807293eee3241bb7f3ad?pvs=21),Improved Quality of Social Services (https://www.notion.so/Improved-Quality-of-Social-Services-31060bfb014e80f99900c17d386393b3?pvs=21)
"Are people in your community who are experiencing trauma, grief, or emotional distress able to access psychosocial support and emotional care?",Scale,Measures availability of and access to psychosocial support for people experiencing trauma or distress. Distinct from clinical mental health — captures community-based emotional support.,No,"Proportion of programme learners whose SDQ total difficulties score falls within the normal range at the time of survey, assessed using a culturally adapted and locally validated version with a referral protocol in place (https://www.notion.so/Proportion-of-programme-learners-whose-SDQ-total-difficulties-score-falls-within-the-normal-range-at-33e60bfb014e81a0be2feb1bc606d22d?pvs=21)",,,Yes,5-Point Likert – Agreement (https://www.notion.so/5-Point-Likert-Agreement-30a60bfb014e80ceb32cc67952cf8938?pvs=21),"Communities affected by the project, Marginalised groups",In Development,Not started,"Healthcare, Mental Health & Psychosocial Support (https://www.notion.so/Healthcare-Mental-Health-Psychosocial-Support-32f60bfb014e8034b892cc6469e64e7a?pvs=21)",Improved Quality of Social Services (https://www.notion.so/Improved-Quality-of-Social-Services-31060bfb014e80f99900c17d386393b3?pvs=21)
Are mental health and counselling services available and accessible in your community without people fearing judgement or stigma?,Scale,Measures availability of and attitudes toward mental health and counselling services. Captures both access and stigma dimensions.,No,"Proportion of programme learners whose SDQ total difficulties score falls within the normal range at the time of survey, assessed using a culturally adapted and locally validated version with a referral protocol in place (https://www.notion.so/Proportion-of-programme-learners-whose-SDQ-total-difficulties-score-falls-within-the-normal-range-at-33e60bfb014e81a0be2feb1bc606d22d?pvs=21)",,,Yes,5-Point Likert – Agreement (https://www.notion.so/5-Point-Likert-Agreement-30a60bfb014e80ceb32cc67952cf8938?pvs=21),"Communities affected by the project, Marginalised groups",In Development,Not started,"Healthcare, Mental Health & Psychosocial Support (https://www.notion.so/Healthcare-Mental-Health-Psychosocial-Support-32f60bfb014e8034b892cc6469e64e7a?pvs=21)",Improved Quality of Social Services (https://www.notion.so/Improved-Quality-of-Social-Services-31060bfb014e80f99900c17d386393b3?pvs=21)
"How have community health outcomes and preventive healthcare practices such as immunisation, antenatal care, and hygiene changed in your community over the past year?",Scale,Measures perceived trend in community health outcomes and preventive healthcare uptake. Outcome-level public health quality indicator.,No,"Proportion of low-income households in the project area utilizing verified financial support (subsidies, fee waivers, or social protection schemes) to access healthcare services. (https://www.notion.so/Proportion-of-low-income-households-in-the-project-area-utilizing-verified-financial-support-subsid-32f60bfb014e8088897ce28ca7fd71a0?pvs=21)",,,Yes,5-Point Likert – Agreement (https://www.notion.so/5-Point-Likert-Agreement-30a60bfb014e80ceb32cc67952cf8938?pvs=21),"Communities affected by the project, Marginalised groups",In Development,Not started,"Healthcare, Mental Health & Psychosocial Support (https://www.notion.so/Healthcare-Mental-Health-Psychosocial-Support-32f60bfb014e8034b892cc6469e64e7a?pvs=21)",Improved Quality of Social Services (https://www.notion.so/Improved-Quality-of-Social-Services-31060bfb014e80f99900c17d386393b3?pvs=21)
"Are healthcare services in your community accessible, affordable, and respectful of your cultural practices and needs?",Scale,Measures perceived accessibility and quality of healthcare services. Core healthcare access outcome indicator.,No,"Proportion of low-income households in the project area utilizing verified financial support (subsidies, fee waivers, or social protection schemes) to access healthcare services. (https://www.notion.so/Proportion-of-low-income-households-in-the-project-area-utilizing-verified-financial-support-subsid-32f60bfb014e8088897ce28ca7fd71a0?pvs=21)",,,Yes,,"Communities affected by the project, Marginalised groups",In Development,Not started,"Healthcare, Mental Health & Psychosocial Support (https://www.notion.so/Healthcare-Mental-Health-Psychosocial-Support-32f60bfb014e8034b892cc6469e64e7a?pvs=21)",Improved Quality of Social Services (https://www.notion.so/Improved-Quality-of-Social-Services-31060bfb014e80f99900c17d386393b3?pvs=21)
"Do the most at-risk households in your community — such as female-headed, elderly-headed, or child-headed households — receive targeted support through social protection programmes?",Scale,Measures whether at-risk households receive targeted social protection support. Tests equity in social protection distribution.,No,"Percentage of identified at-risk households (e.g., female-headed, elderly, or child-headed) receiving targeted project-funded support, such as cash transfers or subsidies, within <<specified period>>. (https://www.notion.so/Percentage-of-identified-at-risk-households-e-g-female-headed-elderly-or-child-headed-receivin-32f60bfb014e80e48d14efd4c2617e2a?pvs=21)",,,Yes,5-Point Likert – Agreement (https://www.notion.so/5-Point-Likert-Agreement-30a60bfb014e80ceb32cc67952cf8938?pvs=21),"Communities affected by the project, Marginalised groups",In Development,Not started,Social Protection for Vulnerable Groups (https://www.notion.so/Social-Protection-for-Vulnerable-Groups-32f60bfb014e80c6abede503a0957858?pvs=21),Improved Quality of Social Services (https://www.notion.so/Improved-Quality-of-Social-Services-31060bfb014e80f99900c17d386393b3?pvs=21)
"Have social protection programmes in your community — such as cash transfers, food support, or welfare grants — made a meaningful difference in reducing extreme poverty and social exclusion?",Scale,Measures whether social protection has meaningfully reduced extreme poverty and social exclusion among vulnerable groups. Outcome-level social protection effectiveness indicator.,No,"Percentage of identified at-risk households (e.g., female-headed, elderly, or child-headed) receiving targeted project-funded support, such as cash transfers or subsidies, within <<specified period>>. (https://www.notion.so/Percentage-of-identified-at-risk-households-e-g-female-headed-elderly-or-child-headed-receivin-32f60bfb014e80e48d14efd4c2617e2a?pvs=21)",,,Yes,5-Point Likert – Agreement (https://www.notion.so/5-Point-Likert-Agreement-30a60bfb014e80ceb32cc67952cf8938?pvs=21),"Communities affected by the project, Marginalised groups",In Development,Not started,Social Protection for Vulnerable Groups (https://www.notion.so/Social-Protection-for-Vulnerable-Groups-32f60bfb014e80c6abede503a0957858?pvs=21),Improved Quality of Social Services (https://www.notion.so/Improved-Quality-of-Social-Services-31060bfb014e80f99900c17d386393b3?pvs=21)
